source,author,title,description,url,urlToImage,publishedAt,content,text,text_cleaned,sentiment,sentiment_label,confidence
"{'id': 'the-verge', 'name': 'The Verge'}",Allison Johnson,Android 16 is getting a major hearing accessibility feature,"Android phones will soon support Auracast with Bluetooth LE hearing aids, letting people tune in to audio broadcasts in places where it’s otherwise hard to hear. Auracast is a Bluetooth Audio LE feature, and it allows one broadcaster to connect to a virtually…",https://www.theverge.com/tech/628533/android-16-auracast-hearing-aid-support,https://platform.theverge.com/wp-content/uploads/sites/2/chorus/uploads/chorus_asset/file/24007892/acastro_STK112_android_01.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-03-13T16:00:15Z,"Auracast will give people who use hearing aids a little extra clarity.
Auracast will give people who use hearing aids a little extra clarity.
Android phones will soon support Auracast with Bluetoot… [+1443 chars]","Android 16 is getting a major hearing accessibility feature Android phones will soon support Auracast with Bluetooth LE hearing aids, letting people tune in to audio broadcasts in places where it’s otherwise hard to hear. Auracast is a Bluetooth Audio LE feature, and it allows one broadcaster to connect to a virtually…",android getting major hearing accessibility feature android phone soon support auracast bluetooth le hearing aid letting people tune audio broadcast place otherwise hard hear auracast bluetooth audio le feature allows one broadcaster connect virtually,0,Bad News,0.5506569153669989
"{'id': 'the-verge', 'name': 'The Verge'}",Dominic Preston,Xiaomi Buds 5 Pro are the first to deliver on Qualcomm’s promise of Wi-Fi earbuds,"Xiaomi has given a European launch to its Buds 5 Pro, the first earbuds to use Qualcomm’s S7 Pro chip to stream audio over Wi-Fi, in addition to Bluetooth, with no increase in power consumption. Qualcomm announced the technology in October 2023, and this is t…",https://www.theverge.com/news/622452/xiaomi-buds-5-pro-are-the-first-to-deliver-on-qualcomms-promise-of-wi-fi-earbuds,https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/Screenshot-2025-03-02-at-8.48.53%E2%80%AFAM.png?quality=90&strip=all&crop=0%2C9.1974026733745%2C100%2C81.605194653251&w=1200,2025-03-02T14:03:57Z,"They even have better battery life than the Bluetooth model.
They even have better battery life than the Bluetooth model.
Xiaomi has given a European launch to its Buds 5 Pro, the first earbuds to … [+2156 chars]","Xiaomi Buds 5 Pro are the first to deliver on Qualcomm’s promise of Wi-Fi earbuds Xiaomi has given a European launch to its Buds 5 Pro, the first earbuds to use Qualcomm’s S7 Pro chip to stream audio over Wi-Fi, in addition to Bluetooth, with no increase in power consumption. Qualcomm announced the technology in October 2023, and this is t…",xiaomi bud pro first deliver qualcomms promise wifi earbuds xiaomi given european launch bud pro first earbuds use qualcomms pro chip stream audio wifi addition bluetooth increase power consumption qualcomm announced technology october,0,Bad News,0.6364284604057044
"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,Sony is experimenting with AI-powered PlayStation characters,Sony is working on a prototype AI-powered version of at least one its PlayStation game characters. An anonymous tipster has shared an internal video from Sony’s PlayStation group with The Verge that demonstrates an AI-powered version of Aloy from Horizon Forb…,https://www.theverge.com/news/626695/sony-playstation-ai-characters-aloy-horizon-forbidden-west-prototype,https://platform.theverge.com/wp-content/uploads/sites/2/2025/02/acastro_STK097_01.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-03-10T19:08:20Z,"Sonys advanced technology group has created an AI-powered version of Aloy from PlayStations Horizon games.
Sonys advanced technology group has created an AI-powered version of Aloy from PlayStations… [+3464 chars]",Sony is experimenting with AI-powered PlayStation characters Sony is working on a prototype AI-powered version of at least one its PlayStation game characters. An anonymous tipster has shared an internal video from Sony’s PlayStation group with The Verge that demonstrates an AI-powered version of Aloy from Horizon Forb…,sony experimenting aipowered playstation character sony working prototype aipowered version least one playstation game character anonymous tipster shared internal video sonys playstation group verge demonstrates aipowered version aloy horizon forb,0,Bad News,0.6232106317412991
"{'id': None, 'name': 'BBC News'}",,The unexpected knock-on effect of Trump's minerals 'deal of the century',"The president once derided attempts to develop new green technology as a ""green new scam"" - but his deal could help boost the US's potential in the sector",https://www.bbc.com/news/articles/c30mjedjzgpo,https://ichef.bbci.co.uk/news/1024/branded_news/e08e/live/7b06d6b0-001e-11f0-a8b1-950887ddc6e5.png,2025-03-14T01:26:54Z,"Donald Trump's arrival to the White House is a ""a major blow to global climate action"". So said Christiana Figueres, the former UN climate chief, after he was elected for a second term in November.
… [+10864 chars]","The unexpected knock-on effect of Trump's minerals 'deal of the century' The president once derided attempts to develop new green technology as a ""green new scam"" - but his deal could help boost the US's potential in the sector",unexpected knockon effect trump mineral deal century president derided attempt develop new green technology green new scam deal could help boost us potential sector,1,Good News,0.7060417993682575
"{'id': None, 'name': 'MacRumors'}",Juli Clover,Apple Releases Safari Technology Preview 214 With Bug Fixes and Performance Improvements,"Apple today released a new update for Safari Technology Preview, the experimental browser that was first introduced in March 2016. Apple designed ‌Safari Technology Preview‌ to allow users to test features that are planned for future release versions of the S…",https://www.macrumors.com/2025/02/27/apple-releases-safari-technology-preview-214/,https://images.macrumors.com/t/gSfA9gdPJTtAYv_7hjK9YByevcM=/2500x/article-new/2024/07/Safari-Technology-Preview-Updated-Feature-1.jpg,2025-02-27T23:23:01Z,"Apple today released a new update for Safari Technology Preview, the experimental browser that was first introduced in March 2016. Apple designed ‌Safari Technology Preview‌ to allow users to test fe… [+968 chars]","Apple Releases Safari Technology Preview 214 With Bug Fixes and Performance Improvements Apple today released a new update for Safari Technology Preview, the experimental browser that was first introduced in March 2016. Apple designed ‌Safari Technology Preview‌ to allow users to test features that are planned for future release versions of the S…",apple release safari technology preview bug fix performance improvement apple today released new update safari technology preview experimental browser first introduced march apple designed safari technology preview allow user test feature planned future release version,0,Bad News,0.6570468320745304
"{'id': 'wired', 'name': 'Wired'}",Will Knight,Google’s Gemini Robotics AI Model Reaches Into the Physical World,Google has developed an AI model that gives humanoids and other robots more intelligence—and a tool designed to give them a moral compass too.,https://www.wired.com/story/googles-gemini-robotics-ai-model-that-reaches-into-the-physical-world/,"https://media.wired.com/photos/67d0b92319779314eea39870/191:100/w_1280,c_limit/AI-Lab-Google-Robotics-Arm-Business.jpg",2025-03-12T15:00:00Z,"Google said at its briefing that it is currently collaborating with a number of robotics companies, including Agility Robotics and Boston Dynamics, which make legged robots, and Enchanted Tools, whic… [+2299 chars]",Google’s Gemini Robotics AI Model Reaches Into the Physical World Google has developed an AI model that gives humanoids and other robots more intelligence—and a tool designed to give them a moral compass too.,google gemini robotics ai model reach physical world google developed ai model give humanoid robot intelligenceand tool designed give moral compass,0,Bad News,0.6094380624672433
"{'id': 'wired', 'name': 'Wired'}",Ryan Waniata,Sony’s Dazzling New RGB LED TV Comes in 2026,Sony’s incoming RGB tech joins Hisense and Samsung in the race to define the future of LED TVs.,https://www.wired.com/story/sony-rgb-led-tv/,"https://media.wired.com/photos/67d1dc29e3dd1d52d70b1013/191:100/w_1280,c_limit/Sony-RGB-LED-TV-(Color%20Volume%20benefit%20before%20and%20after)-SOURCE-Sony.jpg",2025-03-13T16:45:47Z,"LED TVs are about to get a lot better. As demonstrated by Hisense and to some extent Samsung at CES 2025, a new backlight technology called RGB LED is poised to improve the quality and efficiency of … [+2714 chars]",Sony’s Dazzling New RGB LED TV Comes in 2026 Sony’s incoming RGB tech joins Hisense and Samsung in the race to define the future of LED TVs.,sonys dazzling new rgb led tv come sonys incoming rgb tech join hisense samsung race define future led tv,0,Bad News,0.5107775951607103
"{'id': 'wired', 'name': 'Wired'}",Zeyi Yang,Chinese Companies Rush to Put DeepSeek in Everything,"From video game developers to a nuclear power plant, companies across China are adopting DeepSeek’s AI models to boost stock prices and flaunt their national pride.",https://www.wired.com/story/deepseek-china-nationalism/,"https://media.wired.com/photos/67c5f5496e5120fc90d42211/191:100/w_1280,c_limit/China-DeepSeek-AI-Business-2197000260.jpg",2025-03-12T10:00:00Z,"A mobile shooting game developed by Tencent is using DeepSeek to power an in-game assistant that can, among other things, give players fortune-telling readers about whether they are going to have a g… [+3020 chars]","Chinese Companies Rush to Put DeepSeek in Everything From video game developers to a nuclear power plant, companies across China are adopting DeepSeek’s AI models to boost stock prices and flaunt their national pride.",chinese company rush put deepseek everything video game developer nuclear power plant company across china adopting deepseeks ai model boost stock price flaunt national pride,0,Bad News,0.6256610131557281
"{'id': 'the-verge', 'name': 'The Verge'}",Verge Press Room,The Verge hires Tina Nguyen as senior reporter to cover the Trump administration,"Tina Nguyen is joining The Verge as a senior reporter, covering the Trump administration, Elon Muskâs takeover of the federal government, and the tech industryâs embrace of the MAGA movement. Nguyen joins The Verge from Puck, where she was a founding part…",https://www.theverge.com/press-room/621557/tina-nguyen-joins-verge,https://platform.theverge.com/wp-content/uploads/sites/2/2025/02/Tina_Portrait-_Horiz.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-02-28T19:15:04Z,"Nguyen will cover the tech industrys embrace of the MAGA movement.
Nguyen will cover the tech industrys embrace of the MAGA movement.
Tina Nguyen is joining The Verge as a senior reporter, covering… [+3522 chars]","The Verge hires Tina Nguyen as senior reporter to cover the Trump administration Tina Nguyen is joining The Verge as a senior reporter, covering the Trump administration, Elon Muskâs takeover of the federal government, and the tech industryâs embrace of the MAGA movement. Nguyen joins The Verge from Puck, where she was a founding part…",verge hire tina nguyen senior reporter cover trump administration tina nguyen joining verge senior reporter covering trump administration elon muskas takeover federal government tech industryas embrace maga movement nguyen join verge puck founding part,0,Bad News,0.5833400710236085
"{'id': 'the-verge', 'name': 'The Verge'}",Jess Weatherbed,Apple will soon support encrypted RCS messaging with Android users,iPhone and Android users will be able to exchange end-to-end encrypted (E2EE) RCS messages in the near future thanks to newly updated RCS specifications. The GSM Association announced that the latest RCS standard includes E2EE based on the Messaging Layer Sec…,https://www.theverge.com/news/629620/apple-iphone-e2ee-encryption-rcs-messaging-android,https://platform.theverge.com/wp-content/uploads/sites/2/2025/02/STK071_APPLE_B.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-03-14T10:05:04Z,"We will add support for end-to-end encrypted RCS messages to iOS, iPadOS, macOS, and watchOS in future software updates.
We will add support for end-to-end encrypted RCS messages to iOS, iPadOS, mac… [+1748 chars]",Apple will soon support encrypted RCS messaging with Android users iPhone and Android users will be able to exchange end-to-end encrypted (E2EE) RCS messages in the near future thanks to newly updated RCS specifications. The GSM Association announced that the latest RCS standard includes E2EE based on the Messaging Layer Sec…,apple soon support encrypted rcs messaging android user iphone android user able exchange endtoend encrypted eee rcs message near future thanks newly updated rcs specification gsm association announced latest rcs standard includes eee based messaging layer sec,1,Good News,0.6481803034648987
"{'id': None, 'name': 'Yahoo Entertainment'}",Reuters Videos,Cellphone deepfake detection technology unveiled at MWC,"STORY: :: Barcelona, SpainIt's a new line of defense against the rising prevalence of deepfakes.:: March 2, 2025All built into a mobile phone, one artificial...",https://finance.yahoo.com/video/cellphone-deepfake-detection-technology-unveiled-142431681.html,https://media.zenfs.com/en/video.reutersnews.com/5ca3e3f24f0791a7a7f6f3e262199c8c,2025-03-03T14:24:31Z,"STORY: :: Barcelona, Spain
It's a new line of defense against the rising prevalence of deepfakes.
:: March 2, 2025
All built into a mobile phone, one artificial intelligence claims it can snuff ou… [+1055 chars]","Cellphone deepfake detection technology unveiled at MWC STORY: :: Barcelona, SpainIt's a new line of defense against the rising prevalence of deepfakes.:: March 2, 2025All built into a mobile phone, one artificial...",cellphone deepfake detection technology unveiled mwc story barcelona spainits new line defense rising prevalence deepfakes march built mobile phone one artificial,0,Bad News,0.7152155492089397
"{'id': 'wired', 'name': 'Wired'}",Kat Merck,"GHD’s Chronos Max Review: High Tech, Not High Heat","This new wide-plate straightening iron has only one temperature setting, but that’s not necessarily a bad thing.",https://www.wired.com/review/ghd-chronos-max-hair-straightener/,"https://media.wired.com/photos/67cc8e3ff03aeba6ea4a8208/191:100/w_1280,c_limit/GHD-Chronos-Max-Hair-Straightener-Abstract-Background-032025-SOURCE-Nordstrom.jpg",2025-03-09T12:32:00Z,"A too-high heat, like 450 degrees, can damage the hair strand's internal structure; the lowest setting damages the hair's cuticle layer without creating a long-lasting style. GHD has found the perfec… [+3199 chars]","GHD’s Chronos Max Review: High Tech, Not High Heat This new wide-plate straightening iron has only one temperature setting, but that’s not necessarily a bad thing.",ghds chronos max review high tech high heat new wideplate straightening iron one temperature setting thats necessarily bad thing,0,Bad News,0.6547029524001262
"{'id': None, 'name': 'VentureBeat'}",Imran Khan,"Insomniac’s VR titles delisted, casting a shadow over the technology","Insomniac's VR games are no longer for sale, suggesting that the VR market in particular may not be a welcome technology for older titles to thrive.",https://venturebeat.com/games/insomniacs-vr-titles-delisted-casting-a-shadow-over-the-technology/,https://venturebeat.com/wp-content/uploads/2025/03/edgeofnowhere.jpg?w=1024?w=1200&strip=all,2025-03-03T22:59:56Z,"Before they became tied to the Spider-Man series of games and subsequently acquired to become a part of PlayStation Worldwide Studios, Burbank-based Insomniac Games dabbled in VR titles like The Edge… [+2669 chars]","Insomniac’s VR titles delisted, casting a shadow over the technology Insomniac's VR games are no longer for sale, suggesting that the VR market in particular may not be a welcome technology for older titles to thrive.",insomniac vr title delisted casting shadow technology insomniac vr game longer sale suggesting vr market particular may welcome technology older title thrive,1,Good News,0.5303613634405605
"{'id': 'business-insider', 'name': 'Business Insider'}",kbaker@insider.com (Kelsey Baker),Top general warns Marines that their cellphones could get them killed in new video pointing out Russian catastrophes,"""The character of war continues to change,"" the general said. ""The proliferation of technology has made signature management essential.""",https://www.businessinsider.com/marine-general-warns-troops-cellphones-could-get-them-killed-video-2025-3,https://i.insider.com/67d9e378585f1dff88b285f7?width=1200&format=jpeg,2025-03-18T21:53:56Z,"The Marine Corps' top general sent a video reminder out to the force this week, cautioning troops that battlefield cellphone usage can have deadly consequences. It points to Russian disasters in Ukra… [+3525 chars]","Top general warns Marines that their cellphones could get them killed in new video pointing out Russian catastrophes ""The character of war continues to change,"" the general said. ""The proliferation of technology has made signature management essential.""",top general warns marine cellphone could get killed new video pointing russian catastrophe character war continues change general said proliferation technology made signature management essential,0,Bad News,0.6534998181439823
"{'id': 'wired', 'name': 'Wired'}",Javier Carbajal,A Private Space Mission Just Successfully Landed on the Moon for the First Time,"Firefly Aerospace’s Blue Ghost Mission 1 has touched down successfully, and marks a key milestone in NASA’s quest to have private companies deliver shipments of equipment to the lunar surface.",https://www.wired.com/story/a-private-space-mission-has-successfully-landed-on-the-moon-for-the-first-time-blue-ghost-firefly-aerospace/,"https://media.wired.com/photos/67c5d61b6e5120fc90d421e4/191:100/w_1280,c_limit/54359866846_4937eb703f_k.jpg",2025-03-03T18:52:22Z,"With its Blue Ghost lunar module, Texas-based Firefly Aerospace has just achieved what no other private company, anywhere in the world, has ever accomplished: successfully landing on the surface of t… [+1964 chars]","A Private Space Mission Just Successfully Landed on the Moon for the First Time Firefly Aerospace’s Blue Ghost Mission 1 has touched down successfully, and marks a key milestone in NASA’s quest to have private companies deliver shipments of equipment to the lunar surface.",private space mission successfully landed moon first time firefly aerospace blue ghost mission touched successfully mark key milestone nasa quest private company deliver shipment equipment lunar surface,0,Bad News,0.6526418380815151
"{'id': None, 'name': 'Harvard Business Review'}","Doug J. Chung, Candace Lun Plotkin, Siamak Sarvari, Jennifer Stanley, Maria Valdivieso",5 Gen AI Myths Holding Sales and Marketing Teams Back,Myth 1: The technology is only useful at the initial stages of identifying customers.,https://hbr.org/2025/02/5-gen-ai-myths-holding-sales-and-marketing-teams-back,https://hbr.org/resources/images/article_assets/2025/02/Feb25_21_1292706054.jpg,2025-02-21T15:00:00Z,"New and disruptive technologies often generate both excitement and anxiety, and generative artificial intelligence (gen AI) is no exception. In marketing and sales, the buzz around gen AI is particul… [+335 chars]",5 Gen AI Myths Holding Sales and Marketing Teams Back Myth 1: The technology is only useful at the initial stages of identifying customers.,gen ai myth holding sale marketing team back myth technology useful initial stage identifying customer,0,Bad News,0.5721675070907779
